"","Date","Time","Count","Loc","Category","Scientific","CommonName"
"293","2023/9/29","9-10",5,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"294","2023/9/29","10-11",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"295","2023/9/29","10-11",1,"DGS","Swift","Apus pacificus","Pacific Swift"
"296","2023/9/29","11-12",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"297","2023/9/29","11-12",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"298","2023/9/29","11-12",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"299","2023/9/29","14-15",3,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"300","2023/9/29","15-16",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"301","2023/9/29","16-17",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"302","2023/9/29","17-17:30",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"303","2023/9/30","7-8",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"304","2023/9/30","7-8",3,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"305","2023/9/30","8-9",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"306","2023/9/30","8-9",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"307","2023/9/30","8-9",1,"DGS","Raptor","Ictinaetus malaiensis","Black Eagle"
"308","2023/9/30","8-9",12,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"309","2023/9/30","9-10",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"310","2023/9/30","9-10",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"311","2023/9/30","9-10",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"312","2023/9/30","9-10",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"313","2023/9/30","9-10",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"314","2023/9/30","9-10",4,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"315","2023/9/30","10-11",2,"DGS","Raptor","Pandion haliaetus","Osprey"
"316","2023/9/30","10-11",7,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"317","2023/9/30","10-11",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"318","2023/9/30","10-11",4,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"319","2023/9/30","11-12",2,"DGS","Raptor","Pandion haliaetus","Osprey"
"320","2023/9/30","11-12",3,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"321","2023/9/30","11-12",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"322","2023/9/30","11-12",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"323","2023/9/30","11-12",6,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"324","2023/9/30","11-12",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"325","2023/9/30","11-12",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"326","2023/9/30","11-12",6,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"327","2023/9/30","11-12",14,"DGS","Swift","Apus pacificus","Pacific Swift"
"328","2023/9/30","11-12",2,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"329","2023/9/30","12-13",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"330","2023/9/30","12-13",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"331","2023/9/30","12-13",1,"DGS","Raptor","Milvus migrans","Black Kite"
"332","2023/9/30","12-13",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"333","2023/9/30","12-13",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"334","2023/9/30","12-13",1,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"335","2023/9/30","12-13",3,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"336","2023/9/30","12-13",2,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"337","2023/9/30","13-14",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"338","2023/9/30","13-14",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"339","2023/9/30","13-14",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"340","2023/9/30","13-14",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"341","2023/9/30","13-14",1,"DGS","Raptor","Circus melanoleucos","Pied Harrier"
"342","2023/9/30","13-14",5,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"343","2023/9/30","13-14",11,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"344","2023/9/30","14-15",7,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"345","2023/9/30","14-15",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"346","2023/9/30","14-15",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"347","2023/9/30","14-15",5,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"348","2023/9/30","14-15",2,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"349","2023/9/30","14-15",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"350","2023/9/30","14-15",54,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"351","2023/9/30","14-15",1,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"352","2023/9/30","14-15",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"353","2023/9/30","14-15",3,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"354","2023/9/30","15-16",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"355","2023/9/30","15-16",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"356","2023/9/30","15-16",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"357","2023/9/30","15-16",15,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"358","2023/9/30","15-16",2,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"359","2023/9/30","15-16",16,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"360","2023/9/30","15-16",2,"DGS","Swift","Apus pacificus","Pacific Swift"
"361","2023/9/30","15-16",1,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"362","2023/9/30","15-16",2,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"363","2023/9/30","16-17",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"364","2023/9/30","16-17",11,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"365","2023/9/30","16-17",77,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"366","2023/9/30","16-17",60,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"367","2023/9/30","17-17:30",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"368","2023/9/30","17-17:30",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"369","2023/9/30","17-17:30",10,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"370","2023/9/30","17-17:30",3,"DGS","Swift","Apus pacificus","Pacific Swift"
"371","2023/10/1","Before 7",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"372","2023/10/1","Before 7",1,"CS ","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"373","2023/10/1","Before 7",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"374","2023/10/1","Before 7",11,"CS ","Swift","Hirundapus caudacutus","White-throated Needletail"
"375","2023/10/1","Before 7",7,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"376","2023/10/1","Before 7",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"377","2023/10/1","7-8",3,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"378","2023/10/1","7-8",4,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"379","2023/10/1","7-8",1,"CS ","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"380","2023/10/1","7-8",3,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"381","2023/10/1","7-8",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"382","2023/10/1","7-8",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"383","2023/10/1","7-8",4,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"384","2023/10/1","7-8",1,"DGS","Else","Anthus gustavi","Pechora Pipit"
"385","2023/10/1","8-9",5,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"386","2023/10/1","8-9",9,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"387","2023/10/1","8-9",1,"CS ","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"388","2023/10/1","8-9",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"389","2023/10/1","8-9",1,"CS ","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"390","2023/10/1","8-9",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"391","2023/10/1","8-9",9,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"392","2023/10/1","8-9",4,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"393","2023/10/1","9-10",14,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"394","2023/10/1","9-10",30,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"395","2023/10/1","9-10",3,"CS ","Swift","Hirundapus caudacutus","White-throated Needletail"
"396","2023/10/1","9-10",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"397","2023/10/1","9-10",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"398","2023/10/1","9-10",1,"DGS","Else","Phylloscopus plumbeitarsus","Two-barred Warbler"
"399","2023/10/1","10-11",1,"CS ","Raptor","Butastur indicus","Grey-faced Buzzard"
"400","2023/10/1","10-11",2,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"401","2023/10/1","10-11",8,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"402","2023/10/1","11-12",1,"CS ","Raptor","Lophospiza trivirgata","Crested Goshawk"
"403","2023/10/1","11-12",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"404","2023/10/1","11-12",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"405","2023/10/1","12-13",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"406","2023/10/1","13-14",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"407","2023/10/1","15-16",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"408","2023/10/1","15-16",1,"CS ","Raptor","Falco subbuteo","Eurasian Hobby"
"409","2023/10/1","15-16",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"410","2023/10/1","15-16",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"411","2023/10/1","15-16",3,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"412","2023/10/1","16-17",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"413","2023/10/1","16-17",3,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"414","2023/10/1","16-17",1,"DGS","Else","Anser albifrons","Greater White-fronted Goose"
"415","2023/10/1","17-17:30",2,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"416","2023/10/1","Before 7",1,"CS ","Raptor","Eagles (unidentified)","Unidentified Eagles"
"417","2023/10/1","7-8",1,"CS ","Raptor","Falco peregrinus","Peregrine Falcon"
"418","2023/10/1","7-8",8,"CS ","Swift","Hirundapus caudacutus","White-throated Needletail"
"419","2023/10/1","9-10",1,"CS ","Raptor","Lophospiza trivirgata","Crested Goshawk"
"420","2023/10/1","9-10",7,"CS ","Raptor","Butastur indicus","Grey-faced Buzzard"
"421","2023/10/1","9-10",5,"CS ","Raptor","Falco tinnunculus","Common Kestrel"
"422","2023/10/1","9-10",1,"CS ","Raptor","Falco subbuteo","Eurasian Hobby"
"423","2023/10/1","10-11",1,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"424","2023/10/1","10-11",3,"CS ","Raptor","Lophospiza trivirgata","Crested Goshawk"
"425","2023/10/1","10-11",1,"CS ","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"426","2023/10/1","10-11",1,"CS ","Raptor","Falco tinnunculus","Common Kestrel"
"427","2023/10/1","10-11",1,"CS ","Raptor","Eagles (unidentified)","Unidentified Eagles"
"428","2023/10/1","10-11",1,"CS ","Raptor","Falco sp.","Unidentified Falcons"
"429","2023/10/1","11-12",3,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"430","2023/10/1","11-12",11,"CS ","Raptor","Falco peregrinus","Peregrine Falcon"
"431","2023/10/1","11-12",1,"CS ","Swift","Apus pacificus","Pacific Swift"
"432","2023/10/1","12-13",2,"CS ","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"433","2023/10/1","12-13",1,"CS ","Raptor","Tachyspiza virgata","Besra"
"434","2023/10/1","12-13",1,"CS ","Raptor","Eagles (unidentified)","Unidentified Eagles"
"435","2023/10/1","12-13",2,"CS ","Swift","Apus pacificus","Pacific Swift"
"436","2023/10/1","13-14",1,"CS ","Raptor","Falco tinnunculus","Common Kestrel"
"437","2023/10/1","15-16",1,"CS ","Raptor","Butastur indicus","Grey-faced Buzzard"
"438","2023/10/1","15-16",2,"CS ","Raptor","Falco tinnunculus","Common Kestrel"
"439","2023/10/1","16-17",1,"CS ","Raptor","Falco peregrinus","Peregrine Falcon"
"440","2023/10/1","16-17",2,"CS ","Raptor","Raptors (unidentified)","Unidentified Raptors"
"441","2023/10/2","Before 7",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"442","2023/10/2","7-8",16,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"443","2023/10/2","7-8",7,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"444","2023/10/2","7-8",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"445","2023/10/2","7-8",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"446","2023/10/2","7-8",1,"CS ","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"447","2023/10/2","7-8",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"448","2023/10/2","7-8",2,"CS ","Raptor","Eagles (unidentified)","Unidentified Eagles"
"449","2023/10/2","7-8",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"450","2023/10/2","7-8",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"451","2023/10/2","8-9",7,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"452","2023/10/2","8-9",3,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"453","2023/10/2","8-9",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"454","2023/10/2","8-9",1,"DGS","Raptor","Milvus migrans","Black Kite"
"455","2023/10/2","8-9",4,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"456","2023/10/2","8-9",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"457","2023/10/2","8-9",1,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"458","2023/10/2","8-9",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"459","2023/10/2","9-10",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"460","2023/10/2","9-10",2,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"461","2023/10/2","9-10",2,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"462","2023/10/2","9-10",1,"DGS","Raptor","Buteo japonicus","Eastern Buzzard"
"463","2023/10/2","9-10",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"464","2023/10/2","9-10",7,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"465","2023/10/2","10-11",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"466","2023/10/2","11-12",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"467","2023/10/2","11-12",1,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"468","2023/10/2","11-12",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"469","2023/10/2","11-12",1,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"470","2023/10/2","13-14",1,"DGS","Else","Monticola gularis","White-throated Rock Thrush"
"471","2023/10/2","15-16",1,"CS ","Raptor","Falco subbuteo","Eurasian Hobby"
"472","2023/10/2","15-16",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"473","2023/10/2","16-17",1,"CS ","Raptor","Falco subbuteo","Eurasian Hobby"
"474","2023/10/2","16-17",5,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"475","2023/10/2","Before 7",1,"CS ","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"476","2023/10/2","7-8",4,"CS ","Raptor","Butastur indicus","Grey-faced Buzzard"
"477","2023/10/2","7-8",2,"CS ","Raptor","Falco tinnunculus","Common Kestrel"
"478","2023/10/2","7-8",3,"CS ","Swift","Apus pacificus","Pacific Swift"
"479","2023/10/2","8-9",2,"CS ","Raptor","Lophospiza trivirgata","Crested Goshawk"
"480","2023/10/2","8-9",2,"CS ","Raptor","Eagles (unidentified)","Unidentified Eagles"
"481","2023/10/2","8-9",6,"CS ","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"482","2023/10/2","9-10",6,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"483","2023/10/2","9-10",1,"CS ","Swift","Hirundapus caudacutus","White-throated Needletail"
"484","2023/10/2","9-10",5,"CS ","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"485","2023/10/2","11-12",1,"CS ","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"486","2023/10/2","11-12",3,"CS ","Raptor","Eagles (unidentified)","Unidentified Eagles"
"487","2023/10/2","17-17:30",3,"CS ","Raptor","Falco subbuteo","Eurasian Hobby"
"488","2023/10/2","17-17:30",3,"CS ","Swift","Hirundapus caudacutus","White-throated Needletail"
"489","2023/10/2","17-17:30",2,"CS ","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"490","2023/10/3","Before 7",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"491","2023/10/3","Before 7",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"492","2023/10/3","7-8",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"493","2023/10/3","8-9",13,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"494","2023/10/3","8-9",8,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"495","2023/10/3","8-9",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"496","2023/10/3","8-9",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"497","2023/10/3","8-9",3,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"498","2023/10/3","9-10",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"499","2023/10/3","9-10",26,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"500","2023/10/3","9-10",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"501","2023/10/3","9-10",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"502","2023/10/3","9-10",2,"CS ","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"503","2023/10/3","9-10",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"504","2023/10/3","9-10",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"505","2023/10/3","9-10",2,"CS ","Raptor","Falco subbuteo","Eurasian Hobby"
"506","2023/10/3","9-10",4,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"507","2023/10/3","9-10",3,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"508","2023/10/3","10-11",4,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"509","2023/10/3","10-11",17,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"510","2023/10/3","10-11",2,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"511","2023/10/3","10-11",4,"CS ","Raptor","Butastur indicus","Grey-faced Buzzard"
"512","2023/10/3","10-11",74,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"513","2023/10/3","10-11",1,"DGS","Raptor","Falco amurensis","Amur Falcon"
"514","2023/10/3","10-11",3,"CS ","Raptor","Falco subbuteo","Eurasian Hobby"
"515","2023/10/3","10-11",6,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"516","2023/10/3","10-11",1,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"517","2023/10/3","11-12",1,"CS ","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"518","2023/10/3","11-12",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"519","2023/10/3","11-12",1,"CS ","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"520","2023/10/3","11-12",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"521","2023/10/3","11-12",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"522","2023/10/3","11-12",1,"DGS","Raptor","Astur gentilis","Eurasian Goshawk"
"523","2023/10/3","11-12",34,"CS ","Raptor","Butastur indicus","Grey-faced Buzzard"
